model_label,unit_id,evaluation,fold,temporal_ms,temporal_samples,spatial_support,n_channels,n_train_hits,n_test_hits,dprime_raw,dprime_deep,ddprime,auc_raw,auc_deep
ib_w96_om1_s0,2143,in_sample,-1,3.0,90,top1,1,100,100,10.945282394681584,13.446464799420443,2.5011824047388598,1.0,1.0
ib_w96_om1_s0,2143,in_sample,-1,3.0,90,top2,2,100,100,12.794843580058942,14.004540428769095,1.2096968487101538,1.0,1.0
ib_w96_om1_s0,2143,in_sample,-1,3.0,90,top4,4,100,100,12.160340231305195,13.156879338850148,0.996539107544951,1.0,1.0
ib_w96_om1_s0,2143,in_sample,-1,3.0,90,top8,8,100,100,11.391108236950204,11.94308827322777,0.551980036277568,1.0,1.0
ib_w96_om1_s0,2143,in_sample,-1,3.0,90,top16,16,100,100,9.688232913320018,10.074553166760584,0.3863202534405658,1.0,1.0
ib_w96_om1_s0,2143,in_sample,-1,3.0,90,top24,24,100,100,6.301636200126207,6.404635555198069,0.1029993550718613,1.0,1.0
ib_w96_om1_s0,2143,in_sample,-1,4.0,120,endpoint,3,100,100,12.53050980636828,13.535935181226588,1.0054253748583086,1.0,1.0
ib_w96_om1_s0,2143,in_sample,-1,4.0,120,top1,1,100,100,10.961250154745962,13.47987897394688,2.5186288192009183,1.0,1.0
ib_w96_om1_s0,2143,in_sample,-1,4.0,120,top2,2,100,100,12.817178273647537,14.03514549674566,1.2179672230981229,1.0,1.0
ib_w96_om1_s0,2143,in_sample,-1,4.0,120,top4,4,100,100,12.177635942726322,13.181990127658336,1.004354184932014,1.0,1.0
ib_w96_om1_s0,2143,in_sample,-1,4.0,120,top8,8,100,100,11.433229478509988,11.964453052561192,0.5312235740512037,1.0,1.0
ib_w96_om1_s0,2143,in_sample,-1,4.0,120,top16,16,100,100,9.645823025253,10.035447318397576,0.3896242931445766,1.0,1.0
ib_w96_om1_s0,2143,in_sample,-1,4.0,120,top24,24,100,100,6.076864768388709,6.176736597577729,0.0998718291890199,1.0,1.0
ib_w96_om1_s0,2143,crossfit,0,0.5,15,endpoint,3,50,50,13.14806706521657,14.598794046795245,1.450726981578674,1.0,1.0
ib_w96_om1_s0,2143,crossfit,0,0.5,15,top1,1,50,50,9.769692011539794,11.827175224166286,2.057483212626492,1.0,1.0
ib_w96_om1_s0,2143,crossfit,0,0.5,15,top2,2,50,50,13.56789691584416,15.150895941244782,1.582999025400623,1.0,1.0
ib_w96_om1_s0,2143,crossfit,0,0.5,15,top4,4,50,50,12.939878336262716,14.374522596750342,1.4346442604876248,1.0,1.0
ib_w96_om1_s0,2143,crossfit,0,0.5,15,top8,8,50,50,12.425362817983483,13.273084933106436,0.8477221151229539,1.0,1.0
ib_w96_om1_s0,2143,crossfit,0,0.5,15,top16,16,50,50,10.801122993441444,11.43376552369056,0.6326425302491163,1.0,1.0
ib_w96_om1_s0,2143,crossfit,0,0.5,15,top24,24,50,50,9.350511148702624,9.753620323864029,0.4031091751614042,1.0,1.0
ib_w96_om1_s0,2143,crossfit,0,1.0,30,endpoint,3,50,50,12.554912797660524,13.807426439021796,1.252513641361272,1.0,1.0
ib_w96_om1_s0,2143,crossfit,0,1.0,30,top1,1,50,50,9.551800441530578,11.177614002387006,1.6258135608564288,1.0,1.0
ib_w96_om1_s0,2143,crossfit,0,1.0,30,top2,2,50,50,13.07654638456359,14.45851900536859,1.3819726208049996,1.0,1.0
ib_w96_om1_s0,2143,crossfit,0,1.0,30,top4,4,50,50,12.38101619901946,13.66266841299528,1.2816522139758175,1.0,1.0
ib_w96_om1_s0,2143,crossfit,0,1.0,30,top8,8,50,50,11.850225091883168,12.66632976287383,0.8161046709906614,1.0,1.0
ib_w96_om1_s0,2143,crossfit,0,1.0,30,top16,16,50,50,7.66683543571433,7.963459419530324,0.2966239838159934,1.0,1.0
ib_w96_om1_s0,2143,crossfit,0,1.0,30,top24,24,50,50,5.592311940866056,5.70693414877017,0.1146222079041141,1.0,1.0
ib_w96_om1_s0,2143,crossfit,0,2.0,60,endpoint,3,50,50,12.715503045004109,13.85196595094847,1.1364629059443612,1.0,1.0
ib_w96_om1_s0,2143,crossfit,0,2.0,60,top1,1,50,50,9.71741464194987,11.145166039290778,1.4277513973409075,1.0,1.0
ib_w96_om1_s0,2143,crossfit,0,2.0,60,top2,2,50,50,13.224101719863633,14.466480572439874,1.242378852576243,1.0,1.0
ib_w96_om1_s0,2143,crossfit,0,2.0,60,top4,4,50,50,12.480581350824712,13.689458465126204,1.2088771143014905,1.0,1.0
ib_w96_om1_s0,2143,crossfit,0,2.0,60,top8,8,50,50,11.904373177273715,12.69358259159604,0.7892094143223254,1.0,1.0
ib_w96_om1_s0,2143,crossfit,0,2.0,60,top16,16,50,50,7.347144660883958,7.643657525441917,0.2965128645579584,1.0,1.0
ib_w96_om1_s0,2143,crossfit,0,2.0,60,top24,24,50,50,5.315765602086494,5.4494015103628,0.1336359082763056,1.0,1.0
ib_w96_om1_s0,2143,crossfit,0,3.0,90,endpoint,3,50,50,12.729487997859836,13.870700389108768,1.1412123912489331,1.0,1.0
ib_w96_om1_s0,2143,crossfit,0,3.0,90,top1,1,50,50,9.701834016517656,11.155014715595202,1.4531806990775458,1.0,1.0
ib_w96_om1_s0,2143,crossfit,0,3.0,90,top2,2,50,50,13.234221505017304,14.49288471788607,1.2586632128687665,1.0,1.0
ib_w96_om1_s0,2143,crossfit,0,3.0,90,top4,4,50,50,12.49705817984008,13.699604095068024,1.202545915227944,1.0,1.0
ib_w96_om1_s0,2143,crossfit,0,3.0,90,top8,8,50,50,11.866261950946804,12.65652386669729,0.7902619157504862,1.0,1.0
ib_w96_om1_s0,2143,crossfit,0,3.0,90,top16,16,50,50,5.7739643260645055,6.069215754261275,0.2952514281967691,1.0,1.0
ib_w96_om1_s0,2143,crossfit,0,3.0,90,top24,24,50,50,3.967421561773636,4.082005463784043,0.1145839020104069,0.9988999962806702,0.9990000128746032
ib_w96_om1_s0,2143,crossfit,0,4.0,120,endpoint,3,50,50,12.763414216730936,13.908683589590018,1.145269372859083,1.0,1.0
ib_w96_om1_s0,2143,crossfit,0,4.0,120,top1,1,50,50,9.7582371815942,11.17072569692271,1.4124885153285105,1.0,1.0
ib_w96_om1_s0,2143,crossfit,0,4.0,120,top2,2,50,50,13.295687708875192,14.527749180516222,1.23206147164103,1.0,1.0
ib_w96_om1_s0,2143,crossfit,0,4.0,120,top4,4,50,50,12.530268889526026,13.734567239331078,1.204298349805052,1.0,1.0
ib_w96_om1_s0,2143,crossfit,0,4.0,120,top8,8,50,50,11.879283127382193,12.66035837794066,0.7810752505584695,1.0,1.0
ib_w96_om1_s0,2143,crossfit,0,4.0,120,top16,16,50,50,5.583387253346498,5.851225165627494,0.2678379122809966,1.0,1.0
ib_w96_om1_s0,2143,crossfit,0,4.0,120,top24,24,50,50,3.505374856624385,3.5961741987540585,0.0907993421296735,0.9944000244140624,0.995299994945526
ib_w96_om1_s0,2143,crossfit,1,0.5,15,endpoint,3,50,50,12.194526771820987,13.207086740392675,1.0125599685716882,1.0,1.0
ib_w96_om1_s0,2143,crossfit,1,0.5,15,top1,1,50,50,10.288746245962356,12.56684342241424,2.278097176451883,1.0,1.0
ib_w96_om1_s0,2143,crossfit,1,0.5,15,top2,2,50,50,12.290475186819636,13.77966349491558,1.4891883080959438,1.0,1.0
ib_w96_om1_s0,2143,crossfit,1,0.5,15,top4,4,50,50,11.730419203193934,12.75278375372304,1.0223645505291046,1.0,1.0
ib_w96_om1_s0,2143,crossfit,1,0.5,15,top8,8,50,50,11.008048307062118,11.66327024170315,0.6552219346410322,1.0,1.0
ib_w96_om1_s0,2143,crossfit,1,0.5,15,top16,16,50,50,9.76170494446496,10.235942381805916,0.4742374373409532,1.0,1.0
ib_w96_om1_s0,2143,crossfit,1,0.5,15,top24,24,50,50,8.523578639253788,8.937494989107362,0.413916349853574,1.0,1.0
ib_w96_om1_s0,2143,crossfit,1,1.0,30,endpoint,3,50,50,12.12320370302793,13.029119752517088,0.9059160494891588,1.0,1.0
ib_w96_om1_s0,2143,crossfit,1,1.0,30,top1,1,50,50,10.37268096116697,12.617603238094125,2.244922276927154,1.0,1.0
ib_w96_om1_s0,2143,crossfit,1,1.0,30,top2,2,50,50,12.223370596634023,13.49924388659691,1.2758732899628846,1.0,1.0
ib_w96_om1_s0,2143,crossfit,1,1.0,30,top4,4,50,50,11.658549259529352,12.521269184169055,0.8627199246397037,1.0,1.0
ib_w96_om1_s0,2143,crossfit,1,1.0,30,top8,8,50,50,10.818299221104796,11.280836383026456,0.4625371619216594,1.0,1.0
ib_w96_om1_s0,2143,crossfit,1,1.0,30,top16,16,50,50,7.839804785226534,8.054621847950436,0.2148170627239025,1.0,1.0
ib_w96_om1_s0,2143,crossfit,1,1.0,30,top24,24,50,50,6.497952046977662,6.681066687980601,0.1831146410029385,1.0,1.0
ib_w96_om1_s0,2143,crossfit,1,2.0,60,endpoint,3,50,50,12.264501913215758,13.120400508168968,0.8558985949532083,1.0,1.0
ib_w96_om1_s0,2143,crossfit,1,2.0,60,top1,1,50,50,10.536979975549992,12.795039695010413,2.2580597194604213,1.0,1.0
ib_w96_om1_s0,2143,crossfit,1,2.0,60,top2,2,50,50,12.356023133828849,13.514287981555483,1.1582648477266364,1.0,1.0
ib_w96_om1_s0,2143,crossfit,1,2.0,60,top4,4,50,50,11.801311703934353,12.618363062044628,0.817051358110275,1.0,1.0
ib_w96_om1_s0,2143,crossfit,1,2.0,60,top8,8,50,50,10.918822697464035,11.362434178667064,0.4436114812030265,1.0,1.0
ib_w96_om1_s0,2143,crossfit,1,2.0,60,top16,16,50,50,7.084322137334279,7.250699523016701,0.1663773856824217,1.0,1.0
ib_w96_om1_s0,2143,crossfit,1,2.0,60,top24,24,50,50,5.593923152578854,5.77658295752599,0.1826598049471366,1.0,1.0
ib_w96_om1_s0,2143,crossfit,1,3.0,90,endpoint,3,50,50,12.274311132341648,13.156248123804138,0.8819369914624904,1.0,1.0
ib_w96_om1_s0,2143,crossfit,1,3.0,90,top1,1,50,50,10.546046145204818,12.809727350643849,2.263681205439031,1.0,1.0
ib_w96_om1_s0,2143,crossfit,1,3.0,90,top2,2,50,50,12.366444242987914,13.549889707756256,1.183445464768342,1.0,1.0
ib_w96_om1_s0,2143,crossfit,1,3.0,90,top4,4,50,50,11.799170738438152,12.645809398954096,0.8466386605159428,1.0,1.0
ib_w96_om1_s0,2143,crossfit,1,3.0,90,top8,8,50,50,10.933124594265047,11.392091648549762,0.4589670542847148,1.0,1.0
ib_w96_om1_s0,2143,crossfit,1,3.0,90,top16,16,50,50,7.541733326075077,7.695988472723192,0.154255146648115,1.0,1.0
ib_w96_om1_s0,2143,crossfit,1,3.0,90,top24,24,50,50,5.947834578477487,6.083153826076072,0.1353192475985851,1.0,1.0
ib_w96_om1_s0,2143,crossfit,1,4.0,120,endpoint,3,50,50,12.297232020741347,13.178230349336824,0.8809983285954779,1.0,1.0
ib_w96_om1_s0,2143,crossfit,1,4.0,120,top1,1,50,50,10.569302651254969,12.851499396466624,2.2821967452116567,1.0,1.0
ib_w96_om1_s0,2143,crossfit,1,4.0,120,top2,2,50,50,12.382791628137731,13.575074988504367,1.1922833603666376,1.0,1.0
ib_w96_om1_s0,2143,crossfit,1,4.0,120,top4,4,50,50,11.826458773615853,12.668177004969,0.8417182313531502,1.0,1.0
ib_w96_om1_s0,2143,crossfit,1,4.0,120,top8,8,50,50,10.98607028881128,11.424137176800434,0.4380668879891534,1.0,1.0
ib_w96_om1_s0,2143,crossfit,1,4.0,120,top16,16,50,50,6.941601708288415,7.097103474196909,0.155501765908494,1.0,1.0
ib_w96_om1_s0,2143,crossfit,1,4.0,120,top24,24,50,50,5.113656173107353,5.257228651762783,0.1435724786554297,0.9998999834060668,0.9998999834060668
ib_w96_om1_s0,94,in_sample,-1,0.5,15,endpoint,12,100,100,2.422512330351859,2.155833073658824,-0.2666792566930351,0.955049991607666,0.937250018119812
ib_w96_om1_s0,94,in_sample,-1,0.5,15,top1,1,100,100,2.481192303886184,2.1886095549347933,-0.2925827489513906,0.955049991607666,0.9353500008583068
ib_w96_om1_s0,94,in_sample,-1,0.5,15,top2,2,100,100,2.7893552286732195,2.3947402533494486,-0.3946149753237709,0.970300018787384,0.9502500295639038
ib_w96_om1_s0,94,in_sample,-1,0.5,15,top4,4,100,100,2.766056787337067,2.4145118083439265,-0.3515449789931404,0.9693999886512756,0.9521999955177308
ib_w96_om1_s0,94,in_sample,-1,0.5,15,top8,8,100,100,2.4923622946706683,2.22422277903054,-0.2681395156401285,0.9577500224113464,0.9415500164031982
ib_w96_om1_s0,94,in_sample,-1,0.5,15,top16,16,100,100,2.2447693300214646,1.9991525136912125,-0.2456168163302523,0.9474499821662904,0.9287999868392944
ib_w96_om1_s0,94,in_sample,-1,0.5,15,top24,24,100,100,1.8114163539149932,1.605278820139047,-0.2061375337759463,0.9118499755859376,0.8847500085830688
ib_w96_om1_s0,94,in_sample,-1,1.0,30,endpoint,12,100,100,2.4392118600690007,2.15755341429493,-0.2816584457740707,0.9570000171661376,0.9378499984741212
ib_w96_om1_s0,94,in_sample,-1,1.0,30,top1,1,100,100,2.490824552719028,2.1668589357545214,-0.3239656169645064,0.95455002784729,0.933049976825714
ib_w96_om1_s0,94,in_sample,-1,1.0,30,top2,2,100,100,2.7863404921358272,2.364890993721364,-0.4214494984144639,0.9689499735832214,0.9470999836921692
ib_w96_om1_s0,94,in_sample,-1,1.0,30,top4,4,100,100,2.777592682771075,2.392602171836475,-0.3849905109346001,0.9688000082969666,0.9506499767303468
ib_w96_om1_s0,94,in_sample,-1,1.0,30,top8,8,100,100,2.5020884356897737,2.2093238975534586,-0.2927645381363151,0.958899974822998,0.9399999976158142
ib_w96_om1_s0,94,in_sample,-1,1.0,30,top16,16,100,100,2.244112047196332,1.9988822757669424,-0.2452297714293896,0.9495999813079834,0.928849995136261
ib_w96_om1_s0,94,in_sample,-1,1.0,30,top24,24,100,100,1.7801180731693316,1.5862698981436605,-0.1938481750256713,0.9132500290870668,0.8864499926567078
ib_w96_om1_s0,94,in_sample,-1,2.0,60,endpoint,12,100,100,2.3875918941244563,2.1173687458408,-0.2702231482836561,0.9650499820709229,0.9465500116348268
ib_w96_om1_s0,94,in_sample,-1,2.0,60,top1,1,100,100,2.448878788457918,2.090724134837257,-0.358154653620661,0.9541000127792358,0.9285500049591064
ib_w96_om1_s0,94,in_sample,-1,2.0,60,top2,2,100,100,2.749187077553879,2.3050128142128785,-0.4441742633410004,0.9682999849319458,0.946049988269806
ib_w96_om1_s0,94,in_sample,-1,2.0,60,top4,4,100,100,2.7695880078151114,2.3540627079383305,-0.4155252998767809,0.9701499938964844,0.9498500227928162
ib_w96_om1_s0,94,in_sample,-1,2.0,60,top8,8,100,100,2.517817806304419,2.204977728026803,-0.3128400782776164,0.961549997329712,0.9427499771118164
ib_w96_om1_s0,94,in_sample,-1,2.0,60,top16,16,100,100,2.103968739145293,1.8682379860874312,-0.2357307530578622,0.9464499950408936,0.9236000180244446
ib_w96_om1_s0,94,in_sample,-1,2.0,60,top24,24,100,100,1.686094533727978,1.509364914048591,-0.176729619679387,0.9005500078201294,0.8739500045776367
ib_w96_om1_s0,94,in_sample,-1,3.0,90,endpoint,12,100,100,2.122102997621865,1.9083176923943088,-0.2137853052275566,0.9520999789237976,0.932099997997284
ib_w96_om1_s0,94,in_sample,-1,3.0,90,top1,1,100,100,2.474052009978738,2.0810684955890904,-0.3929835143896478,0.9556000232696532,0.9286500215530396
ib_w96_om1_s0,94,in_sample,-1,3.0,90,top2,2,100,100,2.771297183807842,2.2885468025512594,-0.4827503812565825,0.9689000248908995,0.9451500177383424
ib_w96_om1_s0,94,in_sample,-1,3.0,90,top4,4,100,100,2.7860637869733007,2.3467406114455773,-0.4393231755277234,0.9718000292778016,0.9483500123023988
ib_w96_om1_s0,94,in_sample,-1,3.0,90,top8,8,100,100,2.5475083094205564,2.2141129520757987,-0.3333953573447576,0.9634000062942504,0.9423499703407288
ib_w96_om1_s0,94,in_sample,-1,3.0,90,top16,16,100,100,1.893408447049244,1.7061590885610642,-0.1872493584881793,0.9290500283241272,0.909850001335144
ib_w96_om1_s0,94,in_sample,-1,3.0,90,top24,24,100,100,1.575375415330608,1.4179723284070915,-0.1574030869235163,0.8908500075340271,0.8687499761581421
ib_w96_om1_s0,94,in_sample,-1,4.0,120,endpoint,12,100,100,2.1674297179864173,1.944866211788635,-0.2225635061977822,0.9552500247955322,0.9367499947547911
ib_w96_om1_s0,94,in_sample,-1,4.0,120,top1,1,100,100,2.491207433425253,2.0660697721790293,-0.4251376612462239,0.9564499855041504,0.9279000163078308
ib_w96_om1_s0,94,in_sample,-1,4.0,120,top2,2,100,100,2.7822339852813,2.2753527771731434,-0.5068812081081564,0.9692500233650208,0.9444500207901
ib_w96_om1_s0,94,in_sample,-1,4.0,120,top4,4,100,100,2.8094950482673093,2.3426834839855,-0.4668115642818091,0.9728999733924866,0.9499499797821044
ib_w96_om1_s0,94,in_sample,-1,4.0,120,top8,8,100,100,2.59299382691098,2.2267464291901726,-0.3662473977208074,0.9665499925613404,0.944949984550476
ib_w96_om1_s0,94,in_sample,-1,4.0,120,top16,16,100,100,1.9087960379870244,1.7168818648765347,-0.1919141731104896,0.9316499829292296,0.9100499749183656
ib_w96_om1_s0,94,in_sample,-1,4.0,120,top24,24,100,100,1.6007234755342197,1.4444298154930275,-0.1562936600411919,0.8942499756813049,0.8738499879837036
ib_w96_om1_s0,94,crossfit,0,0.5,15,endpoint,17,50,50,1.5205078870318542,1.3302427356897653,-0.190265151342089,0.8737999796867371,0.8467000126838684
ib_w96_om1_s0,94,crossfit,0,0.5,15,top1,1,50,50,2.475756001348718,2.195794452950401,-0.2799615483983166,0.9572499990463256,0.9413999915122986
ib_w96_om1_s0,94,crossfit,0,0.5,15,top2,2,50,50,2.807713288052287,2.434227161803549,-0.3734861262487379,0.971400022506714,0.9550999999046326
ib_w96_om1_s0,94,crossfit,0,0.5,15,top4,4,50,50,2.846405531989443,2.460429788333255,-0.3859757436561879,0.9757000207901,0.9599000215530396
ib_w96_om1_s0,94,crossfit,0,0.5,15,top8,8,50,50,1.6708757659414504,1.441281705650697,-0.2295940602907533,0.892300009727478,0.8658000230789185
ib_w96_om1_s0,94,crossfit,0,0.5,15,top16,16,50,50,1.5729754557179645,1.3818683929977198,-0.1911070627202444,0.876800000667572,0.853600025177002
ib_w96_om1_s0,94,crossfit,0,0.5,15,top24,24,50,50,1.2880757467226522,1.125938437498898,-0.1621373092237543,0.8363000154495239,0.8111000061035156
ib_w96_om1_s0,94,crossfit,0,1.0,30,endpoint,17,50,50,1.258260105266304,1.0937840824588418,-0.1644760228074622,0.8335999846458435,0.8069999814033508
ib_w96_om1_s0,94,crossfit,0,1.0,30,top1,1,50,50,2.4371342668392044,2.132366171058991,-0.3047680957802132,0.9544000029563904,0.9363999962806702
ib_w96_om1_s0,94,crossfit,0,1.0,30,top2,2,50,50,2.78607393483732,2.3784692705653923,-0.4076046642719277,0.9700000286102296,0.9520999789237976
ib_w96_om1_s0,94,crossfit,0,1.0,30,top4,4,50,50,2.829499402356902,2.4192526552668583,-0.4102467470900435,0.9740999937057496,0.957099974155426
ib_w96_om1_s0,94,crossfit,0,1.0,30,top8,8,50,50,1.3737722301544075,1.190595276447625,-0.1831769537067824,0.8579000234603882,0.835099995136261
ib_w96_om1_s0,94,crossfit,0,1.0,30,top16,16,50,50,1.2959622762430665,1.1256826807929852,-0.1702795954500811,0.836899995803833,0.8105999827384949
ib_w96_om1_s0,94,crossfit,0,1.0,30,top24,24,50,50,1.1133467584840822,0.9750265363098098,-0.1383202221742723,0.8029999732971191,0.777999997138977
ib_w96_om1_s0,94,crossfit,0,2.0,60,endpoint,17,50,50,0.790078681560637,0.6749385527686782,-0.1151401287919587,0.7282999753952026,0.6935999989509583
ib_w96_om1_s0,94,crossfit,0,2.0,60,top1,1,50,50,2.224097889963056,1.9081615718434268,-0.3159363181196288,0.9416999816894532,0.9172000288963318
ib_w96_om1_s0,94,crossfit,0,2.0,60,top2,2,50,50,2.583013023072153,2.174372811030077,-0.408640212042076,0.9603999853134156,0.9405999779701232
ib_w96_om1_s0,94,crossfit,0,2.0,60,top4,4,50,50,2.6172547412856604,2.21690496578519,-0.4003497755004703,0.9661999940872192,0.9470999836921692
ib_w96_om1_s0,94,crossfit,0,2.0,60,top8,8,50,50,0.8346065363804616,0.7095327585435783,-0.1250737778368832,0.7411999702453613,0.710099995136261
ib_w96_om1_s0,94,crossfit,0,2.0,60,top16,16,50,50,0.8120654227533981,0.6986946204462099,-0.1133708023071882,0.733299970626831,0.7024000287055969
ib_w96_om1_s0,94,crossfit,0,2.0,60,top24,24,50,50,0.6968153510751498,0.6019140772177731,-0.0949012738573766,0.7105000019073486,0.6833999752998352
ib_w96_om1_s0,94,crossfit,0,3.0,90,endpoint,17,50,50,0.6766142053369621,0.5593934770576013,-0.1172207282793608,0.6955000162124634,0.663100004196167
ib_w96_om1_s0,94,crossfit,0,3.0,90,top1,1,50,50,2.1811412083357675,1.8250736964416197,-0.3560675118941481,0.9397000074386596,0.9075999855995178
ib_w96_om1_s0,94,crossfit,0,3.0,90,top2,2,50,50,2.543505823995926,2.0992672980861937,-0.4442385259097321,0.9573000073432922,0.9333999752998352
ib_w96_om1_s0,94,crossfit,0,3.0,90,top4,4,50,50,2.568014328603034,2.1534540677960354,-0.4145602608069985,0.9632999897003174,0.9401000142097472
ib_w96_om1_s0,94,crossfit,0,3.0,90,top8,8,50,50,0.698500750154594,0.5679509374069682,-0.1305498127476257,0.7049000263214111,0.670199990272522
ib_w96_om1_s0,94,crossfit,0,3.0,90,top16,16,50,50,0.7120170779383892,0.5928731335254741,-0.119143944412915,0.7021999955177307,0.6685000061988831
ib_w96_om1_s0,94,crossfit,0,3.0,90,top24,24,50,50,0.5777355548996147,0.4945937029825971,-0.0831418519170176,0.6729999780654907,0.6524999737739563
ib_w96_om1_s0,94,crossfit,0,4.0,120,endpoint,17,50,50,0.6893046786507935,0.5722843326637773,-0.1170203459870161,0.6873999834060669,0.6517000198364258
ib_w96_om1_s0,94,crossfit,0,4.0,120,top1,1,50,50,2.144262849855252,1.7509084007326885,-0.3933544491225633,0.9375,0.8988999724388123
ib_w96_om1_s0,94,crossfit,0,4.0,120,top2,2,50,50,2.5203614453312437,2.0498941973247304,-0.4704672480065128,0.9574999809265136,0.9301999807357788
ib_w96_om1_s0,94,crossfit,0,4.0,120,top4,4,50,50,2.560015794628164,2.119977818285531,-0.4400379763426327,0.9639999866485596,0.9397000074386596
ib_w96_om1_s0,94,crossfit,0,4.0,120,top8,8,50,50,0.7348577707604428,0.6048028956182284,-0.1300548751422143,0.7063999772071838,0.6710000038146973
ib_w96_om1_s0,94,crossfit,0,4.0,120,top16,16,50,50,0.7325343741777652,0.6128240092344469,-0.1197103649433183,0.7013999819755554,0.661300003528595
ib_w96_om1_s0,94,crossfit,0,4.0,120,top24,24,50,50,0.5775952208021885,0.4982836101038109,-0.0793116106983775,0.6661999821662903,0.6438000202178955
ib_w96_om1_s0,94,crossfit,1,0.5,15,endpoint,22,50,50,1.6043090649158915,1.407092994680908,-0.1972160702349836,0.8701000213623047,0.8436999917030334
ib_w96_om1_s0,94,crossfit,1,0.5,15,top1,1,50,50,2.480239846781974,2.2020147812402007,-0.2782250655417733,0.9521999955177308,0.9300000071525574
ib_w96_om1_s0,94,crossfit,1,0.5,15,top2,2,50,50,2.762706348553121,2.378594002250856,-0.3841123463022655,0.9674999713897704,0.944700002670288
ib_w96_om1_s0,94,crossfit,1,0.5,15,top4,4,50,50,2.68174474598011,2.386587476123476,-0.295157269856634,0.9635000228881836,0.9453999996185304
ib_w96_om1_s0,94,crossfit,1,0.5,15,top8,8,50,50,2.410189494909704,2.1564391324733143,-0.253750362436389,0.9488000273704528,0.9294999837875366
ib_w96_om1_s0,94,crossfit,1,0.5,15,top16,16,50,50,1.7992655103845658,1.5586663615929417,-0.2405991487916241,0.8901000022888184,0.8567000031471252
ib_w96_om1_s0,94,crossfit,1,0.5,15,top24,24,50,50,1.5792114399394952,1.3885708366065856,-0.1906406033329095,0.8687000274658203,0.8439000248908997
ib_w96_om1_s0,94,crossfit,1,1.0,30,endpoint,22,50,50,1.5013174000280731,1.3067320251390335,-0.1945853748890398,0.8697999715805054,0.8367000222206116
