model_label,evaluation,temporal_ms,spatial_support,n_channels,dprime_raw,dprime_deep,ddprime,auc_raw,auc_deep,units_improved
ib_w96_om0_s0,crossfit,2.0,endpoint,8.8,3.66026029313232,3.6112774546147577,-0.0489828385175625,0.8801199942827225,0.8719499975442886,2
ib_w96_om0_s0,crossfit,2.0,top1,1.0,4.500998460714556,4.501970325323503,0.0009718646089477,0.985935002565384,0.982870003581047,3
ib_w96_om0_s0,crossfit,2.0,top16,16.0,1.867978686612907,1.800423721982052,-0.0675549646308545,0.8118950009346009,0.8001200020313263,1
ib_w96_om0_s0,crossfit,2.0,top2,2.0,4.644513918944951,4.606389121654763,-0.0381247972901883,0.9603650003671648,0.9533049941062928,2
ib_w96_om0_s0,crossfit,2.0,top24,24.0,1.468720018226848,1.4052984884257884,-0.0634215298010596,0.7786399990320205,0.7656400024890899,1
ib_w96_om0_s0,crossfit,2.0,top4,4.0,4.165077024199431,4.086356922318883,-0.0787201018805475,0.9513299971818924,0.944580003619194,1
ib_w96_om0_s0,crossfit,2.0,top8,8.0,3.2090415632404303,3.1327445309400046,-0.0762970323004252,0.9000549942255021,0.8893349975347519,1
ib_w96_om0_s0,crossfit,3.0,endpoint,8.8,3.5491704997032985,3.5015715472291,-0.0475989524741985,0.8674750000238418,0.8588600009679794,1
ib_w96_om0_s0,crossfit,3.0,top1,1.0,4.519167352645535,4.514190758200351,-0.0049765944451841,0.9869599968194962,0.9838800072669984,2
ib_w96_om0_s0,crossfit,3.0,top16,16.0,1.6003571824107976,1.54498747645474,-0.0553697059560575,0.7824650019407272,0.7708700090646744,1
ib_w96_om0_s0,crossfit,3.0,top2,2.0,4.637676540928164,4.594029702577755,-0.0436468383504088,0.9560149997472764,0.9486050009727478,2
ib_w96_om0_s0,crossfit,3.0,top24,24.0,1.2295871215301124,1.1800883629571632,-0.0494987585729493,0.7462449967861176,0.735130000114441,1
ib_w96_om0_s0,crossfit,3.0,top4,4.0,4.127572232252275,4.041671309241487,-0.0859009230107886,0.9453349977731704,0.9381599932909012,1
ib_w96_om0_s0,crossfit,3.0,top8,8.0,2.996536799809085,2.927829082059184,-0.0687077177499013,0.8825750023126602,0.8714950084686279,1
ib_w96_om0_s0,crossfit,4.0,endpoint,8.8,3.4596441944256107,3.416685399059727,-0.0429587953658839,0.8545499950647354,0.8458049893379211,1
ib_w96_om0_s0,crossfit,4.0,top1,1.0,4.495970831502698,4.486358616893272,-0.0096122146094246,0.9862699985504152,0.9826050013303756,3
ib_w96_om0_s0,crossfit,4.0,top16,16.0,1.4915490646846363,1.442610108378576,-0.0489389563060605,0.7647150009870529,0.7537550032138824,1
ib_w96_om0_s0,crossfit,4.0,top2,2.0,4.604363810615881,4.561497824935771,-0.0428659856801096,0.9520599961280822,0.9448050051927568,2
ib_w96_om0_s0,crossfit,4.0,top24,24.0,1.1070470225037006,1.0638252582903394,-0.0432217642133613,0.7286699950695038,0.7177450031042099,1
ib_w96_om0_s0,crossfit,4.0,top4,4.0,4.076421917413783,3.991340410970019,-0.085081506443764,0.9399599999189376,0.9330749958753586,1
ib_w96_om0_s0,crossfit,4.0,top8,8.0,2.856724770326312,2.796103221048496,-0.060621549277816,0.8663399934768676,0.8550550013780593,1
ib_w96_om0_s0,in_sample,0.5,endpoint,5.4,4.41850422967063,4.377197180326238,-0.0413070493443922,0.9646900057792664,0.9577650010585784,2
ib_w96_om0_s0,in_sample,0.5,top1,1.0,4.374111455075767,4.464612180114322,0.0905007250385547,0.9833000004291534,0.9813499987125396,4
ib_w96_om0_s0,in_sample,0.5,top16,16.0,3.6129135514776136,3.4989901739207503,-0.1139233775568638,0.9395850002765656,0.9308049976825714,1
ib_w96_om0_s0,in_sample,0.5,top2,2.0,4.671888699314472,4.680595631392263,0.0087069320777906,0.9795525074005128,0.9745950043201448,3
ib_w96_om0_s0,in_sample,0.5,top24,24.0,3.1691621034735804,3.063688498598824,-0.1054736048747566,0.9214899957180024,0.9107749998569488,1
ib_w96_om0_s0,in_sample,0.5,top4,4.0,4.483480626573427,4.437626875991164,-0.0458537505822632,0.9643699944019316,0.958429992198944,2
ib_w96_om0_s0,in_sample,0.5,top8,8.0,4.176781167999076,4.095218321439846,-0.081562846559231,0.9579800009727478,0.9511600077152252,2
ib_w96_om0_s0,in_sample,1.0,endpoint,5.4,4.508282213408092,4.455047865580126,-0.0532343478279656,0.9649599909782408,0.9588750004768372,2
ib_w96_om0_s0,in_sample,1.0,top1,1.0,4.443492779350523,4.510890262197747,0.0673974828472247,0.9850700080394744,0.982765007019043,4
ib_w96_om0_s0,in_sample,1.0,top16,16.0,3.430574233556148,3.312394400908768,-0.1181798326473795,0.93887500166893,0.9289299964904784,1
ib_w96_om0_s0,in_sample,1.0,top2,2.0,4.712185312525959,4.708304921621682,-0.0038803909042765,0.97780499458313,0.9727649986743928,2
ib_w96_om0_s0,in_sample,1.0,top24,24.0,2.7030773868118,2.5923101214962547,-0.110767265315545,0.9168550074100494,0.9047699928283692,0
ib_w96_om0_s0,in_sample,1.0,top4,4.0,4.537993326317582,4.485507738474529,-0.0524855878430529,0.9646050035953522,0.9592999935150146,2
ib_w96_om0_s0,in_sample,1.0,top8,8.0,4.157795963701892,4.05803640551576,-0.0997595581861314,0.9606149911880492,0.9538950026035308,2
ib_w96_om0_s0,in_sample,2.0,endpoint,5.4,4.519181238870418,4.431182070652334,-0.087999168218083,0.9648149967193604,0.958130007982254,2
ib_w96_om0_s0,in_sample,2.0,top1,1.0,4.59451875579853,4.589620100527015,-0.0048986552715147,0.9870450139045716,0.984124994277954,2
ib_w96_om0_s0,in_sample,2.0,top16,16.0,3.1123966284365485,2.988440786351576,-0.1239558420849723,0.9329899966716766,0.9226049959659576,1
ib_w96_om0_s0,in_sample,2.0,top2,2.0,4.852651444195155,4.780165368087471,-0.0724860761076844,0.978039997816086,0.9725850045681,2
ib_w96_om0_s0,in_sample,2.0,top24,24.0,2.421972398155956,2.281049906863926,-0.1409224912920293,0.9088749945163728,0.8959299981594085,0
ib_w96_om0_s0,in_sample,2.0,top4,4.0,4.645866143017519,4.542951376622339,-0.1029147663951794,0.965134996175766,0.9602050065994264,2
ib_w96_om0_s0,in_sample,2.0,top8,8.0,4.113456015801432,4.002190068225186,-0.1112659475762456,0.96070499420166,0.954135000705719,2
ib_w96_om0_s0,in_sample,3.0,endpoint,5.4,4.514920855605249,4.41732828926379,-0.0975925663414588,0.9628849983215332,0.9556999921798706,2
ib_w96_om0_s0,in_sample,3.0,top1,1.0,4.645514210071286,4.625985526374177,-0.0195286836971099,0.9883549988269806,0.9853450000286104,2
ib_w96_om0_s0,in_sample,3.0,top16,16.0,2.9164243031117545,2.798897625958162,-0.1175266771535928,0.9290500044822692,0.9182500004768372,1
ib_w96_om0_s0,in_sample,3.0,top2,2.0,4.891592851551595,4.805907919454521,-0.0856849320970734,0.9777100026607514,0.9719700038433076,2
ib_w96_om0_s0,in_sample,3.0,top24,24.0,2.2537043284113034,2.142284917152909,-0.1114194112583946,0.904295003414154,0.8919450104236603,0
ib_w96_om0_s0,in_sample,3.0,top4,4.0,4.695882375327578,4.577631973193904,-0.1182504021336734,0.9657800137996674,0.9607599914073944,2
ib_w96_om0_s0,in_sample,3.0,top8,8.0,4.055622885108785,3.925596655756677,-0.1300262293521086,0.9613699972629548,0.9543450057506562,1
ib_w96_om0_s0,in_sample,4.0,endpoint,5.4,4.496968895228467,4.393885063933076,-0.1030838312953907,0.9612049996852876,0.9536149978637696,2
ib_w96_om0_s0,in_sample,4.0,top1,1.0,4.646533437710379,4.618348835702163,-0.0281846020082161,0.988429993391037,0.9847850024700164,2
ib_w96_om0_s0,in_sample,4.0,top16,16.0,2.881049319798974,2.766034154456384,-0.1150151653425902,0.9259600043296814,0.9144400000572204,1
ib_w96_om0_s0,in_sample,4.0,top2,2.0,4.881543325359388,4.790282066899442,-0.0912612584599454,0.9764549970626832,0.9705250024795532,2
ib_w96_om0_s0,in_sample,4.0,top24,24.0,2.2125274805820063,2.1049908787416483,-0.1075366018403576,0.9020349979400636,0.8895999968051911,0
ib_w96_om0_s0,in_sample,4.0,top4,4.0,4.687172020698793,4.560539906237972,-0.1266321144608213,0.9649550020694732,0.9597649931907654,2
ib_w96_om0_s0,in_sample,4.0,top8,8.0,3.9835521704119214,3.850160741394528,-0.1333914290173949,0.9607649981975556,0.9529449999332428,1
