domain,Th_learned,stage,status,peel,events,score_mean,score_q10,score_median,score_q90
raw_native,8.0,cluster_merging,unmatched_cluster,21,62429,9.11391830444336,8.129511833190918,8.791280746459961,10.481813430786133
raw_native,8.0,cluster_merging,unmatched_cluster,22,52855,9.038324356079102,8.118385314941406,8.72492790222168,10.344971656799316
raw_native,8.0,cluster_merging,unmatched_cluster,23,44411,8.976531028747559,8.106731414794922,8.667695045471191,10.203022956848145
raw_native,8.0,cluster_merging,unmatched_cluster,24,36602,8.929117202758789,8.09652042388916,8.624813079833984,10.11225414276123
raw_native,8.0,cluster_merging,unmatched_cluster,25,30244,8.890837669372559,8.092395782470703,8.593193054199219,10.026803016662598
raw_native,8.0,cluster_merging,unmatched_cluster,26,24569,8.85939884185791,8.086441040039062,8.561368942260742,9.948826789855957
raw_native,8.0,cluster_merging,unmatched_cluster,27,19947,8.834090232849121,8.082682609558105,8.536784172058105,9.89465045928955
raw_native,8.0,cluster_merging,unmatched_cluster,28,16114,8.81192398071289,8.077448844909668,8.51340389251709,9.8419771194458
raw_native,8.0,cluster_merging,unmatched_cluster,29,13001,8.8025484085083,8.077548027038574,8.494007110595703,9.795536994934082
raw_native,8.0,cluster_merging,unmatched_cluster,30,10358,8.805688858032227,8.073331832885742,8.49803638458252,9.813694953918457
raw_native,8.0,cluster_merging,unmatched_cluster,31,8470,8.79909896850586,8.070784568786621,8.479050636291504,9.816675186157227
raw_native,8.0,cluster_merging,unmatched_cluster,32,6797,8.812159538269043,8.06800651550293,8.487274169921875,9.858071327209473
raw_native,8.0,cluster_merging,unmatched_cluster,33,5457,8.82304573059082,8.073596954345703,8.483823776245117,9.85516357421875
raw_native,8.0,cluster_merging,unmatched_cluster,34,4547,8.832301139831543,8.076645851135254,8.483104705810547,9.897974014282227
raw_native,8.0,cluster_merging,unmatched_cluster,35,3676,8.833989143371582,8.071514129638672,8.472044944763184,9.883647918701172
raw_native,8.0,cluster_merging,unmatched_cluster,36,3020,8.864806175231934,8.075328826904297,8.476030349731445,9.882123947143555
raw_native,8.0,cluster_merging,unmatched_cluster,37,2451,8.900126457214355,8.072973251342773,8.499919891357422,10.069891929626465
raw_native,8.0,cluster_merging,unmatched_cluster,38,2078,8.92112922668457,8.078622817993164,8.514690399169922,10.087952613830566
raw_native,8.0,cluster_merging,unmatched_cluster,39,1732,8.923849105834961,8.064987182617188,8.506796836853027,10.085240364074707
raw_native,8.0,cluster_merging,unmatched_cluster,40,1491,8.964284896850586,8.067499160766602,8.532180786132812,10.215187072753906
raw_native,8.0,cluster_merging,unmatched_cluster,41,1263,9.019655227661133,8.082921028137207,8.546295166015625,10.194822311401367
raw_native,8.0,cluster_merging,unmatched_cluster,42,1029,9.08655834197998,8.083629608154297,8.582839012145996,10.403863906860352
raw_native,8.0,cluster_merging,unmatched_cluster,43,905,9.054742813110352,8.091294288635254,8.560839653015137,10.327035903930664
raw_native,8.0,cluster_merging,unmatched_cluster,44,761,9.093571662902832,8.083109855651855,8.534656524658203,10.45138931274414
raw_native,8.0,cluster_merging,unmatched_cluster,45,699,9.137290954589844,8.069271087646484,8.540656089782715,10.622064590454102
raw_native,8.0,cluster_merging,unmatched_cluster,46,602,9.23266315460205,8.072104454040527,8.618124008178711,10.864164352416992
raw_native,8.0,cluster_merging,unmatched_cluster,47,531,9.264423370361328,8.075713157653809,8.617818832397461,10.806830406188965
raw_native,8.0,cluster_merging,unmatched_cluster,48,470,9.338488578796387,8.092777252197266,8.67153263092041,10.836130142211914
raw_native,8.0,cluster_merging,unmatched_cluster,49,434,9.351929664611816,8.086370468139648,8.706535339355469,10.921241760253906
raw_native,8.0,cluster_merging,unmatched_cluster,50,374,9.440971374511719,8.084063529968262,8.81953239440918,10.857233047485352
raw_native,8.0,cluster_merging,unmatched_cluster,51,327,9.438432693481445,8.10290241241455,8.79016399383545,10.762568473815918
raw_native,8.0,cluster_merging,unmatched_cluster,52,299,9.503113746643066,8.103813171386719,8.79047966003418,11.066548347473145
raw_native,8.0,cluster_merging,unmatched_cluster,53,279,9.457389831542969,8.110690116882324,8.768465042114258,11.15750789642334
raw_native,8.0,cluster_merging,unmatched_cluster,54,256,9.508234024047852,8.141481399536133,8.761640548706055,10.968143463134766
raw_native,8.0,cluster_merging,unmatched_cluster,55,226,9.552472114562988,8.123260498046875,8.741883277893066,11.438079833984375
raw_native,8.0,cluster_merging,unmatched_cluster,56,210,9.568364143371582,8.095730781555176,8.793680191040039,11.157489776611328
raw_native,8.0,cluster_merging,unmatched_cluster,57,189,9.668559074401855,8.096661567687988,8.939737319946289,11.01736831665039
raw_native,8.0,cluster_merging,unmatched_cluster,58,177,9.69115924835205,8.065776824951172,8.841005325317383,11.460480690002441
raw_native,8.0,cluster_merging,unmatched_cluster,59,159,9.675239562988281,8.091567993164062,8.816648483276367,12.259575843811035
raw_native,8.0,cluster_merging,unmatched_cluster,60,143,9.824328422546387,8.08527660369873,8.872105598449707,13.240447998046875
raw_native,8.0,cluster_merging,unmatched_cluster,61,140,9.877094268798828,8.161724090576172,8.801881790161133,13.525470733642578
raw_native,8.0,cluster_merging,unmatched_cluster,62,134,9.8453950881958,8.156752586364746,8.860875129699707,13.094080924987793
raw_native,8.0,cluster_merging,unmatched_cluster,63,130,9.805906295776367,8.185718536376953,8.926139831542969,12.845853805541992
raw_native,8.0,cluster_merging,unmatched_cluster,64,117,9.867363929748535,8.172435760498047,8.984729766845703,12.8690185546875
raw_native,8.0,cluster_merging,unmatched_cluster,65,118,9.88483715057373,8.13614273071289,8.925219535827637,12.618653297424316
raw_native,8.0,cluster_merging,unmatched_cluster,66,118,9.80590534210205,8.119290351867676,8.85487174987793,12.10959243774414
raw_native,8.0,cluster_merging,unmatched_cluster,67,100,9.798543930053711,8.149280548095703,8.905335426330566,12.277044296264648
raw_native,8.0,cluster_merging,unmatched_cluster,68,95,9.814170837402344,8.10704517364502,8.818273544311523,14.566198348999023
raw_native,8.0,cluster_merging,unmatched_cluster,69,90,9.805011749267578,8.104658126831055,8.70003604888916,14.77346134185791
raw_native,8.0,cluster_merging,unmatched_cluster,70,79,9.823197364807129,8.086405754089355,8.785173416137695,14.938275337219238
raw_native,8.0,cluster_merging,unmatched_cluster,71,76,9.87886905670166,8.061880111694336,8.684405326843262,15.020355224609375
raw_native,8.0,cluster_merging,unmatched_cluster,72,73,9.960395812988281,8.141495704650879,8.725687980651855,15.196172714233398
raw_native,8.0,cluster_merging,unmatched_cluster,73,68,10.101457595825195,8.099717140197754,8.842644691467285,15.923413276672363
raw_native,8.0,cluster_merging,unmatched_cluster,74,60,10.190218925476074,8.178777694702148,8.997013092041016,15.391176223754883
raw_native,8.0,cluster_merging,unmatched_cluster,75,64,10.118701934814453,8.109942436218262,8.878255844116211,15.233929634094238
raw_native,8.0,cluster_merging,unmatched_cluster,76,56,10.418818473815918,8.14818000793457,8.849464416503906,15.789152145385742
raw_native,8.0,cluster_merging,unmatched_cluster,77,52,10.397130966186523,8.132810592651367,8.979429244995117,15.320162773132324
raw_native,8.0,cluster_merging,unmatched_cluster,78,48,10.500628471374512,8.155488014221191,9.252620697021484,14.460018157958984
raw_native,8.0,cluster_merging,unmatched_cluster,79,46,10.714722633361816,8.110782623291016,9.035872459411621,15.59204387664795
raw_native,8.0,cluster_merging,unmatched_cluster,80,48,10.344374656677246,8.108396530151367,8.92123794555664,15.233409881591797
raw_native,8.0,cluster_merging,unmatched_cluster,81,47,10.253217697143555,8.204168319702148,8.79643440246582,15.12271785736084
raw_native,8.0,cluster_merging,unmatched_cluster,82,42,10.389912605285645,8.125044822692871,8.96152400970459,14.863784790039062
raw_native,8.0,cluster_merging,unmatched_cluster,83,42,10.593378067016602,8.124649047851562,9.009866714477539,15.068463325500488
raw_native,8.0,cluster_merging,unmatched_cluster,84,38,10.655830383300781,8.206093788146973,9.386219024658203,15.113882064819336
raw_native,8.0,cluster_merging,unmatched_cluster,85,33,11.13318157196045,8.109620094299316,10.271209716796875,15.136244773864746
raw_native,8.0,cluster_merging,unmatched_cluster,86,30,11.19954776763916,8.074804306030273,9.363872528076172,15.87399959564209
