raw_snr_rank,gt_unit_id,raw_template_snr,input_template_snr,input_template_snr_change_from_raw,input,Th_universal,Th_learned,accuracy,precision,recall,true_positive_injected_spikes,false_negative_injected_spikes,false_positive_spikes_in_matched_cluster
4,1122,5.30680465698,5.30680465698,0,raw AP,9,8,0.573090151668,0.90563715321,0.609484363366,65483,41957,6823
4,1122,5.30680465698,5.30680465698,0,raw AP,9,10.75,0,0,0,0,107440,0
4,1122,5.30680465698,6.20675849915,0.899953842163,Full96 omission0,9,8,0.610779990036,0.642972306218,0.924236783321,99300,8140,55139
4,1122,5.30680465698,6.20675849915,0.899953842163,Full96 omission0,9,10.75,0.702970466445,0.896910817596,0.764761727476,82166,25274,9444
4,1122,5.30680465698,6.8425283432,1.53572368622,Full96 omission1,9,8,0.598136294728,0.628429668489,0.925418838421,99427,8013,58788
4,1122,5.30680465698,6.8425283432,1.53572368622,Full96 omission1,9,9,0.689429612271,0.761746509321,0.878965003723,94436,13004,29537
4,1122,5.30680465698,6.8425283432,1.53572368622,Full96 omission1,9,10,0.724797032763,0.863633238723,0.818466120625,87936,19504,13885
4,1122,5.30680465698,6.8425283432,1.53572368622,Full96 omission1,9,10.75,0.703007100217,0.898061226723,0.763970588235,82081,25359,9317
4,1122,5.30680465698,6.8425283432,1.53572368622,Full96 omission1,10,9,0.694376006648,0.767938769866,0.878769545793,94415,13025,28531
5,1300,4.57850694656,4.57850694656,0,raw AP,9,8,0.264852019875,0.402669017615,0.43624990636,46588,60204,69110
5,1300,4.57850694656,4.57850694656,0,raw AP,9,10.75,0,0,0,0,106792,0
5,1300,4.57850694656,5.23834085464,0.659833908081,Full96 omission0,9,8,0.399703002864,0.452592604764,0.773775189153,82633,24159,99944
5,1300,4.57850694656,5.23834085464,0.659833908081,Full96 omission0,9,10.75,0.345687821612,0.56394528889,0.471795640123,50384,56408,38958
5,1300,4.57850694656,5.71189785004,1.13339090347,Full96 omission1,9,8,0.391633342693,0.447772347103,0.75750056184,80895,25897,99766
5,1300,4.57850694656,5.71189785004,1.13339090347,Full96 omission1,9,9,0.42179749901,0.527187793325,0.678449696606,72453,34339,64980
5,1300,4.57850694656,5.71189785004,1.13339090347,Full96 omission1,9,10,0.384775955025,0.548915724282,0.562701325942,60092,46700,49382
5,1300,4.57850694656,5.71189785004,1.13339090347,Full96 omission1,9,10.75,0.345027476669,0.56258938148,0.471514720204,50354,56438,39150
5,1300,4.57850694656,5.71189785004,1.13339090347,Full96 omission1,10,9,0.403098182808,0.50526816861,0.665939396209,71117,35675,69634
6,337,4.12045145035,4.12045145035,0,raw AP,9,8,0.548780863484,0.757239561747,0.665940823536,71257,35745,22844
6,337,4.12045145035,4.12045145035,0,raw AP,9,10.75,0,0,0,0,107002,0
6,337,4.12045145035,4.32793855667,0.207487106323,Full96 omission0,9,8,0.497099715069,0.538607782603,0.865778209753,92640,14362,79359
6,337,4.12045145035,4.32793855667,0.207487106323,Full96 omission0,9,10.75,0.483192775085,0.625378162816,0.680024672436,72764,34238,43588
6,337,4.12045145035,4.47411108017,0.353659629822,Full96 omission1,9,8,0.506710889137,0.554244668803,0.855245696342,91513,15489,73600
6,337,4.12045145035,4.47411108017,0.353659629822,Full96 omission1,9,9,0.5118707447,0.579858798455,0.813629651782,87060,19942,63080
6,337,4.12045145035,4.47411108017,0.353659629822,Full96 omission1,9,10,0.503871389826,0.611329886023,0.7413693202,79328,27674,50435
6,337,4.12045145035,4.47411108017,0.353659629822,Full96 omission1,9,10.75,0.479859343603,0.628772785916,0.669548232743,71643,35359,42298
6,337,4.12045145035,4.47411108017,0.353659629822,Full96 omission1,10,9,0.5214880394,0.583234428175,0.831246144932,88945,18057,63558
7,664,3.72355318069,3.72355318069,0,raw AP,9,8,0.324226099247,0.953650965043,0.329417030323,35328,71916,1717
7,664,3.72355318069,3.72355318069,0,raw AP,9,10.75,0,0,0,0,107244,0
7,664,3.72355318069,4.47757387161,0.754020690918,Full96 omission0,9,8,0.524629462388,0.645713631868,0.736684569766,79005,28239,43348
7,664,3.72355318069,4.47757387161,0.754020690918,Full96 omission0,9,10.75,0.399016030354,0.937670648464,0.409887732647,43958,63286,2922
7,664,3.72355318069,5.19035100937,1.46679782867,Full96 omission1,9,8,0.554654333345,0.681099592273,0.749226063929,80350,26894,37621
7,664,3.72355318069,5.19035100937,1.46679782867,Full96 omission1,9,9,0.563233128733,0.833082504374,0.634879340569,68087,39157,13642
7,664,3.72355318069,5.19035100937,1.46679782867,Full96 omission1,9,10,0.468331862312,0.897560810582,0.494778262653,53062,54182,6056
7,664,3.72355318069,5.19035100937,1.46679782867,Full96 omission1,9,10.75,0.374651747389,0.933330318993,0.384953936817,41284,65960,2949
7,664,3.72355318069,5.19035100937,1.46679782867,Full96 omission1,10,9,0.558014493883,0.886481802426,0.600956696878,64449,42795,8253
